fao_trade_multiplex,celegans_connectome_multiplex,fb-tw,sacchpomb_genetic_multiplex,homo_genetic_multiplex,Sanremo2016_final_multiplex
2.7777152061462402,1,2,3,4,5
0.25293763591402263,7,8,9,10,11
