fao_trade_multiplex,celegans_connectome_multiplex,fb-tw,homo_genetic_multiplex,sacchpomb_genetic_multiplex,Sanremo2016_final_multiplex
0,1.942394733428955,2,3,4,5
6,0.14160860581352286,8,9,10,11
