fao_trade_multiplex,celegans_connectome_multiplex,fb-tw,sacchpomb_genetic_multiplex,homo_genetic_multiplex,Sanremo2016_final_multiplex
6.008017301559448,1,2,3,4,5
0.37134749295979647,7,8,9,10,11
